NCBI.id,name
222658,KCTD20
56950,SMYD2
23046,KIF21B
85007,PHYKPL
3281,HSBP1
399823,FOXI2
123591,TMEM266
836,CASP3
51172,NAGPA
10893,MMP24
10223,GPA33
10544,PROCR
166614,DCLK2
80759,KHDC1
9875,URB1
65056,GPBP1
90390,MED30
2596,GAP43
192668,CYS1
4313,MMP2
81839,VANGL1
758,MPPED1
23355,VPS8
81704,DOCK8
1073,CFL2
2171,FABP5
3758,KCNJ1
